ID	category	collection_year_factor	country	state	crop	inferred_sex	CYP337b3	filter1	ARM_anc	AH	material	DNA_extraction_concentration	library_concentration	number_bases_passing_Q20	percent_mapped	chr24_inversion_genotype	chr26_inversion_genotype	chr21_inversion_genotype	filter1
CAM046606	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	male	NA	Yes	0.984572009	0.026833861	adult	NA	NA	3027410656	95.18	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM046607	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	female	Heterozygous/Uncertain	No	0.068829045	0.109150919	adult	NA	NA	918569782	90.45	NA	NA	NA	N
CAM046615	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	male	Present	Yes	0.989887169	0.01665404	adult	NA	NA	1823174650	92.02	ARM2/ARM2	ARM1/ARM2	ZEA/ARM1	Y
CAM046616	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	male	Present	Yes	0.986493787	0.021859286	adult	NA	NA	1775820455	88.71	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM046617	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	female	Heterozygous/Uncertain	No	0.965117917	0.060387154	adult	NA	NA	1046941730	92.44	NA	NA	NA	N
CAM046619	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	female	Present	No	0.110074748	0.168473337	adult	NA	NA	1432174828	91.63	NA	NA	NA	N
CAM046620	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	male	Present	No	0.945689768	0.103610088	adult	NA	NA	1175175265	94.41	NA	NA	NA	N
CAM046622	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	male	NA	Yes	0.977700122	0.040664198	adult	NA	NA	5113133088	95.46	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM046623	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	male	Present	Yes	0.98719451	0.02257222	adult	NA	NA	3133768590	94.73	ARM2/ARM2	ARM1/ARM1	ARM1/ARM1	Y
CAM046624	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	male	NA	Yes	0.038783431	0.043342026	adult	NA	NA	3195199139	93.41	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM046625	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	male	Present	Yes	0.951047173	0.067395135	adult	NA	NA	2370868529	94.47	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM046626	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	female	Present	Yes	0.029679321	0.051516803	adult	NA	NA	4882857841	94.27	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM046627	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	female	Present	Yes	0.097092491	0.153416864	adult	NA	NA	4985186609	94.08	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM046628	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	female	Present	No	0.974854134	0.043035644	adult	NA	NA	1491981679	91.91	NA	NA	NA	N
CAM046654	Brazilian_helicoverpa	2019	Brazil	Mato Grosso do Sul	cotton	female	NA	No	0.981733648	0.026412695	whole.adult	43.9	0.271	NA	28.18	NA	NA	NA	N
CAM046655	Brazilian_helicoverpa	2019	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.966238642	0.063032813	whole.adult	NA	NA	NA	89.63	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM046659	Brazilian_helicoverpa	2019	Brazil	Mato Grosso do Sul	cotton	female	NA	No	0.988218219	0.015026039	whole.adult	48.6	0.296	NA	28.41	NA	NA	NA	N
CAM046660	Brazilian_helicoverpa	2019	Brazil	Mato Grosso do Sul	cotton	female	NA	Yes	0.971570676	0.049433362	whole.adult	16.8	0.275	NA	92.89	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM046661	Brazilian_helicoverpa	2019	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.982728499	0.029168965	whole.adult	10.6	0.165	NA	92.91	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM046662	Brazilian_helicoverpa	2019	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.97548979	0.039979726	whole.adult	12.5	0.19	NA	91.76	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM046663	Brazilian_helicoverpa	2019	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.979572493	0.036451597	whole.adult	5.37	0.279	NA	91.29	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM046684	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	female	NA	No	0.988330838	0.018670659	whole.adult	39.9	0.2	NA	89.43	NA	NA	NA	N
CAM046685	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	male	NA	No	0.983556638	0.022972552	whole.adult	7.51	0.153	NA	78.64	NA	NA	NA	N
CAM046686	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	female	NA	Yes	0.98562238	0.022868165	whole.adult	24.2	0.22	NA	89.96	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM046687	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.980931885	0.033832141	whole.adult	5.16	0.225	NA	91.14	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM046692	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	male	NA	No	0.98479288	0.025505757	whole.adult	11.4	0.177	NA	88.54	NA	NA	NA	N
CAM046721	Brazilian_helicoverpa	2016	Brazil	Mato Grosso do Sul	sorghum	female	NA	Yes	0.980332172	0.0339389	whole.adult	32.1	0.142	NA	90.28	ARM2/ARM2	ARM2/ARM2	ARM2/ARM2	Y
CAM046725	Brazilian_helicoverpa	2016	Brazil	Mato Grosso do Sul	sorghum	female	NA	Yes	0.986293092	0.022664631	whole.adult	8.34	0.158	NA	88.7	ARM2/ARM2	ARM2/ARM2	ARM2/ARM2	Y
CAM046727	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	soybean	female	NA	Yes	0.986191747	0.023545174	whole.adult	40	0.212	NA	83.28	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM046728	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	soybean	male	NA	No	0.975871162	0.037677549	whole.adult	24	0.178	NA	31.55	NA	NA	NA	N
CAM046731	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	soybean	female	NA	No	0.987088675	0.018527818	whole.adult	23.4	0.18	NA	93.64	NA	NA	NA	N
CAM046733	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	soybean	female	NA	No	0.989064968	0.017827984	whole.adult	33.5	0.215	NA	88.66	NA	NA	NA	N
CAM046737	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	soybean	male	NA	No	0.983444918	0.026189027	whole.adult	33.1	0.154	NA	35.84	NA	NA	NA	N
CAM046751	Brazilian_helicoverpa	2016	Brazil	Bahia	millet	female	NA	No	0.981700424	0.030578112	whole.adult	18.5	0.287	NA	90.93	NA	NA	NA	N
CAM046753	Brazilian_helicoverpa	2016	Brazil	Bahia	millet	female	NA	No	0.990666528	0.014399223	whole.adult	16.6	0.224	NA	80.62	NA	NA	NA	N
CAM046754	Brazilian_helicoverpa	2016	Brazil	Bahia	millet	male	NA	No	0.037546462	0.041861407	whole.adult	14.7	0.268	NA	90.2	NA	NA	NA	N
CAM046760	Brazilian_helicoverpa	2016	Brazil	Bahia	millet	male	NA	No	0.033945346	0.027156277	whole.adult	14	0.131	NA	88.87	NA	NA	NA	N
CAM046761	Brazilian_helicoverpa	2016	Brazil	Bahia	millet	male	NA	No	0.045520036	0.015578568	whole.adult	16.9	0.183	NA	42.73	NA	NA	NA	N
CAM046762	Brazilian_helicoverpa	2016	Brazil	Bahia	millet	female	NA	No	0.986462174	0.021544546	whole.adult	21.9	0.134	NA	91.12	NA	NA	NA	N
CAM046763	Brazilian_helicoverpa	2016	Brazil	Bahia	millet	female	NA	No	0.973760777	0.042279834	whole.adult	29.4	0.154	NA	90.66	NA	NA	NA	N
CAM046773	Brazilian_helicoverpa	2016	Brazil	Bahia	millet	female	NA	No	0.978560341	0.034503945	whole.adult	14.6	0.174	NA	85.48	NA	NA	NA	N
CAM046777	Brazilian_helicoverpa	2016	Brazil	Bahia	millet	female	NA	No	0.982256597	0.025672689	whole.adult	36.2	0.143	NA	36.11	NA	NA	NA	N
CAM046779	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	cotton	female	NA	No	0.984729521	0.024655332	whole.adult	38	0.183	NA	89.91	NA	NA	NA	N
CAM046784	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	cotton	female	NA	No	0.985686272	0.024272343	whole.adult	16.3	0.437	NA	90.73	NA	NA	NA	N
CAM046791	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	cotton	female	NA	No	0.991330312	0.013858981	whole.adult	14.2	0.15	NA	90.91	NA	NA	NA	N
CAM046834	Brazilian_helicoverpa	2015	Brazil	Sao Paulo	maize	female	NA	No	0.024986379	0.031112477	whole.adult	6.68	0.332	NA	88.65	NA	NA	NA	N
CAM046835	Brazilian_helicoverpa	2015	Brazil	Sao Paulo	maize	female	NA	No	0.012423303	0.017171476	whole.adult	0.894	0.212	NA	76.02	NA	NA	NA	N
CAM046837	Brazilian_helicoverpa	2015	Brazil	Sao Paulo	maize	male	NA	No	0.014220895	0.023971175	whole.adult	2.51	0.172	NA	91.98	NA	NA	NA	N
CAM046840	Brazilian_helicoverpa	2015	Brazil	Sao Paulo	maize	male	NA	No	0.014896811	0.020337711	whole.adult	3.15	0.152	NA	87.74	NA	NA	NA	N
CAM046846	Brazilian_helicoverpa	2013	Brazil	Mato Grosso do Sul	cotton	female	NA	Yes	0.983453365	0.028188928	whole.adult	12.6	0.146	NA	90.36	ARM2/ARM2	ARM2/ARM2	ARM2/ARM2	Y
CAM046871	Brazilian_helicoverpa	2016	Brazil	Mato Grosso do Sul	soybean	female	NA	No	0.984176903	0.025035765	whole.adult	15	0.174	NA	65.14	NA	NA	NA	N
CAM046873	Brazilian_helicoverpa	2016	Brazil	Mato Grosso do Sul	soybean	female	NA	No	0.979630626	0.037750284	whole.adult	5.93	0.154	NA	83.25	NA	NA	NA	N
CAM046876	Brazilian_helicoverpa	2016	Brazil	Mato Grosso do Sul	soybean	male	NA	No	0.979079324	0.026563869	whole.adult	11.7	0.297	NA	89.19	NA	NA	NA	N
CAM046877	Brazilian_helicoverpa	2016	Brazil	Mato Grosso do Sul	soybean	female	NA	Yes	0.980419333	0.034323694	whole.adult	2.38	0.181	NA	81.08	ARM2/ARM2	ARM1/ARM2	ARM2/ARM2	Y
CAM046878	Brazilian_helicoverpa	2016	Brazil	Mato Grosso do Sul	soybean	female	NA	Yes	0.979982067	0.018581136	whole.adult	2.36	0.23	NA	85.81	ARM2/ARM2	ARM1/ARM1	ARM2/ARM2	Y
CAM046880	Brazilian_helicoverpa	2016	Brazil	Mato Grosso do Sul	soybean	male	NA	Yes	0.986416984	0.022566612	whole.adult	4.3	0.142	NA	82.16	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM046930	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	cotton	female	NA	Yes	0.981576737	0.031972373	whole.adult	40.4	0.221	NA	90.25	ARM2/ARM2	ARM1/ARM2	ZEA/ARM1	Y
CAM046940	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	cotton	male	NA	No	0.982539259	0.028050139	whole.adult	21.2	0.171	NA	68.96	NA	NA	NA	N
CAM046952	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	male	NA	No	0.976322159	0.036440989	whole.adult	3.36	0.298	NA	90.72	NA	NA	NA	N
CAM046953	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	female	NA	No	0.985338569	0.024813558	whole.adult	4.76	0.476	NA	82.72	NA	NA	NA	N
CAM046958	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	cant.be.det	NA	No	0.984654108	0.024236765	whole.adult	3.66	0.208	NA	79.39	NA	NA	NA	N
CAM046959	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	male	NA	No	0.974871075	0.040220094	whole.adult	5.65	0.188	NA	61.01	NA	NA	NA	N
CAM046960	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	female	NA	No	0.98845057	0.018574144	whole.adult	13.1	0.208	NA	81.03	NA	NA	NA	N
CAM046961	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	female	NA	No	0.979174931	0.033826205	whole.adult	4.95	0.153	NA	90.55	NA	NA	NA	N
CAM046963	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	male	NA	No	0.980269001	0.029767796	whole.adult	4.5	0.142	NA	91.21	NA	NA	NA	N
CAM046970	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	male	NA	No	0.987411432	0.018791834	whole.adult	17.4	0.158	NA	92.07	NA	NA	NA	N
CAM046973	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	female	NA	No	0.970918774	0.047089621	whole.adult	22.1	0.159	NA	91.37	NA	NA	NA	N
CAM046976	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	male	NA	No	0.97400112	0.043756001	whole.adult	7.58	0.141	NA	88.4	NA	NA	NA	N
CAM046979	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	male	NA	No	0.982833325	0.028548064	whole.adult	12.7	0.184	NA	91.92	NA	NA	NA	N
CAM046981	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	female	NA	No	0.031695201	0.02225233	whole.adult	19.8	0.15	NA	92.25	NA	NA	NA	N
CAM046982	Brazilian_helicoverpa	2017	Brazil	Mato Grosso	cotton	male	NA	No	0.982875624	0.025816512	whole.adult	24.4	0.195	NA	38.69	NA	NA	NA	N
CAM047002	Brazilian_helicoverpa	2014	Brazil	Bahia	cotton	female	NA	No	0.983306487	0.024454532	whole.adult	15.5	0.149	NA	92.97	NA	NA	NA	N
CAM047003	Brazilian_helicoverpa	2014	Brazil	Bahia	cotton	female	NA	No	0.980431359	0.031387675	whole.adult	19.3	0.164	NA	91.19	NA	NA	NA	N
CAM047008	Brazilian_helicoverpa	2014	Brazil	Bahia	cotton	male	NA	Yes	0.987816682	0.019189429	whole.adult	20.1	0.33	NA	89.08	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047009	Brazilian_helicoverpa	2014	Brazil	Bahia	cotton	male	NA	Yes	0.978379041	0.036697541	whole.adult	21.2	0.253	NA	91.21	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047013	Brazilian_helicoverpa	2014	Brazil	Bahia	cotton	female	NA	No	0.986644856	0.021849623	whole.adult	14.8	0.168	NA	91.92	NA	NA	NA	N
CAM047018	Brazilian_helicoverpa	2014	Brazil	Bahia	cotton	male	NA	No	0.973480757	0.043772384	whole.adult	3.51	0.241	NA	92.55	NA	NA	NA	N
CAM047027	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	soybean	female	NA	Yes	0.990329094	0.015507481	whole.adult	5.08	0.464	NA	91.18	ARM2/ARM2	ARM1/ARM1	ZEA/ARM1	Y
CAM047030	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	soybean	male	NA	No	0.986275494	0.020515028	whole.adult	4.59	0.25	NA	27.81	NA	NA	NA	N
CAM047163	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	male	NA	Yes	0.98057211	0.032982988	whole.adult	9.94	0.238	NA	85.29	ARM2/ARM2	ARM1/ARM1	ARM2/ARM2	Y
CAM047164	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	female	NA	Yes	0.978533306	0.037801499	whole.adult	8.12	0.232	NA	89.55	ARM2/ARM2	ARM1/ARM1	ARM1/ARM1	Y
CAM047165	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	female	NA	Yes	0.984712565	0.026291284	whole.adult	19	0.263	NA	90.05	ARM2/ARM2	ARM1/ARM1	ARM1/ARM2	Y
CAM047167	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	male	NA	Yes	0.985289899	0.024362775	whole.adult	13.4	0.24	NA	90.8	ARM2/ARM2	ARM2/ARM2	ARM2/ARM2	Y
CAM047168	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	female	NA	Yes	0.979549874	0.035133987	whole.adult	8.36	0.299	NA	71.8	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047169	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	female	NA	Yes	0.976751018	0.040561622	whole.adult	3.71	0.401	NA	89.13	ARM2/ARM2	ARM2/ARM2	ZEA/ARM1	Y
CAM047170	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	male	NA	Yes	0.966129402	0.059286562	whole.adult	11.9	0.266	NA	90.7	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047171	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	female	NA	Yes	0.984753513	0.025853223	whole.adult	15	0.178	NA	88.83	ARM2/ARM2	ARM2/ARM2	ARM2/ARM2	Y
CAM047172	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	male	NA	Yes	0.978382342	0.037885126	whole.adult	6.75	0.252	NA	89.83	ARM2/ARM2	ARM1/ARM2	ARM2/ARM2	Y
CAM047173	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	male	NA	Yes	0.985935022	0.023914045	whole.adult	5.53	0.351	NA	90.44	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047174	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	female	NA	Yes	0.981667245	0.032277486	whole.adult	12.8	0.311	NA	89.39	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047175	Brazilian_helicoverpa	2016	Brazil	Bahia	soybean	female	NA	No	0.985529771	0.023265397	whole.adult	12.5	0.175	NA	90.63	NA	NA	NA	N
CAM047204	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	female	NA	Yes	0.974145279	0.024539361	whole.adult	43.5	0.183	NA	90.35	ARM2/ARM2	ARM1/ARM1	ARM1/ARM2	Y
CAM047205	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	male	NA	No	0.984981121	0.018828629	whole.adult	7.86	0.178	NA	92.97	NA	NA	NA	N
CAM047206	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	male	NA	Yes	0.976441717	0.039023826	whole.adult	7.9	0.152	NA	90.74	ARM2/ARM2	ARM1/ARM1	ARM2/ARM2	Y
CAM047209	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	male	NA	Yes	0.984169968	0.02534662	whole.adult	19.6	0.176	NA	91.23	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047210	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	male	NA	No	0.977168767	0.039052673	whole.adult	10.7	0.141	NA	91.02	NA	NA	NA	N
CAM047212	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	male	NA	Yes	0.983662815	0.027386163	whole.adult	19.6	0.148	NA	92.25	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047213	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	female	NA	No	0.979637955	0.033765364	whole.adult	14	0.314	NA	91.42	NA	NA	NA	N
CAM047215	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	female	NA	Yes	0.98031134	0.031724404	whole.adult	13.1	0.326	NA	91.54	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047216	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	female	NA	Yes	0.984150618	0.025493899	whole.adult	11.5	0.223	NA	90.36	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047217	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	female	NA	No	0.98514996	0.019521962	whole.adult	5.24	0.167	NA	94.31	NA	NA	NA	N
CAM047218	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	male	NA	No	0.988624997	0.018154046	whole.adult	10.5	0.191	NA	91.88	NA	NA	NA	N
CAM047219	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	male	NA	No	0.973802922	0.030321842	whole.adult	14.3	0.152	NA	92.7	NA	NA	NA	N
CAM047220	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	Yes	0.028512606	0.027695988	whole.adult	9.68	0.507	NA	90.29	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047221	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	Yes	0.031673987	0.033234041	whole.adult	8.11	0.363	NA	89.71	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047222	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	female	NA	Yes	0.031600857	0.033202384	whole.adult	11.5	0.464	NA	88.94	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047223	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	Yes	0.036781379	0.034435997	whole.adult	11.8	0.275	NA	90.38	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047224	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	male	NA	Yes	0.976129226	0.041769981	whole.adult	5.35	0.335	NA	91.23	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047225	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	male	NA	Yes	0.982903815	0.028533099	whole.adult	4.54	0.394	NA	92.54	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047226	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	female	NA	Yes	0.975402837	0.041398778	whole.adult	13.2	0.586	NA	90.64	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047227	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	female	NA	Yes	0.974500204	0.045124439	whole.adult	17.3	0.387	NA	90.39	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047228	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	male	NA	Yes	0.980778706	0.033230776	whole.adult	16.1	0.379	NA	61.38	ARM2/ARM2	ARM1/ARM1	ARM1/ARM2	Y
CAM047230	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	male	NA	Yes	0.98694272	0.02000933	whole.adult	12.6	0.459	NA	90.14	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047231	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	male	NA	No	0.984113256	0.0252185	whole.adult	35.1	0.282	NA	36.04	NA	NA	NA	N
CAM047232	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	male	NA	No	0.981578121	0.030853541	whole.adult	34.7	0.16	NA	41.09	NA	NA	NA	N
CAM047233	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	female	NA	Yes	0.981762888	0.032419345	whole.adult	10.4	0.468	NA	90.01	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047235	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	Yes	0.977131055	0.03625942	whole.adult	15.7	0.148	NA	91.41	ARM2/ARM2	ARM2/ARM2	ARM2/ARM2	Y
CAM047237	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	Yes	0.979436947	0.035167317	whole.adult	2.2	0.303	NA	91.45	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047268	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	millet	male	NA	No	0.984974279	0.022490729	whole.adult	20.3	0.16	NA	58.19	NA	NA	NA	N
CAM047270	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	millet	female	NA	No	0.98341382	0.026924223	whole.adult	17.9	0.162	NA	91.35	NA	NA	NA	N
CAM047271	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	millet	male	NA	No	0.992173196	0.011991753	whole.adult	16.7	0.181	NA	54.78	NA	NA	NA	N
CAM047273	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	millet	male	NA	No	0.9861702	0.023033688	whole.adult	11.6	0.152	NA	88.42	NA	NA	NA	N
CAM047274	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	millet	male	NA	No	0.983181533	0.027857067	whole.adult	14.8	0.143	NA	89.26	NA	NA	NA	N
CAM047279	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	millet	male	NA	No	0.988429423	0.017647705	whole.adult	22.2	0.164	NA	91.35	NA	NA	NA	N
CAM047281	Brazilian_helicoverpa	2016	Brazil	Mato Grosso	millet	female	NA	No	0.985867327	0.022749559	whole.adult	13.4	0.241	NA	91.15	NA	NA	NA	N
CAM047298	Brazilian_helicoverpa	2016	Brazil	Goias	soybean	female	NA	Yes	0.985918028	0.023674654	whole.adult	12.9	0.188	NA	92.17	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047299	Brazilian_helicoverpa	2016	Brazil	Goias	soybean	male	NA	Yes	0.981776507	0.030809577	whole.adult	6.07	0.188	NA	90.77	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047337	Brazilian_helicoverpa	2016	Brazil	Goias	millet	male	NA	No	0.970684326	0.04901811	whole.adult	19.7	0.142	NA	91.98	NA	NA	NA	N
CAM047344	Brazilian_helicoverpa	2016	Brazil	Goias	soybean	male	NA	No	0.98326353	0.027297364	whole.adult	12.7	0.166	NA	90.74	NA	NA	NA	N
CAM047347	Brazilian_helicoverpa	2016	Brazil	Goias	soybean	female	NA	Yes	0.966567453	0.058957265	whole.adult	17	0.154	NA	85.6	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047350	Brazilian_helicoverpa	2016	Brazil	Goias	soybean	female	NA	No	0.98168131	0.028021837	whole.adult	58	0.205	NA	39.48	NA	NA	NA	N
CAM047362	Brazilian_helicoverpa	2018	Brazil	Goias	soybean	female	NA	No	0.973181536	0.046699401	whole.adult	10.9	0.254	NA	75.95	NA	NA	NA	N
CAM047390	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	soybean	female	NA	No	0.989714929	0.016175986	whole.adult	23.4	0.219	NA	65.95	NA	NA	NA	N
CAM047394	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	soybean	female	NA	No	0.990079107	0.015039553	whole.adult	20.7	0.157	NA	93.02	NA	NA	NA	N
CAM047397	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	soybean	male	NA	No	0.981889221	0.029737305	whole.adult	9.98	0.177	NA	88.7	NA	NA	NA	N
CAM047433	Brazilian_helicoverpa	2017	Brazil	Sao Paulo	soybean	female	NA	Yes	0.989042167	0.018286448	whole.adult	8.04	0.177	NA	90.38	ARM2/ARM2	ARM1/ARM1	ARM1/ARM1	Y
CAM047438	Brazilian_helicoverpa	2018	Brazil	Sao Paulo	soybean	male	NA	No	0.98382913	0.025912026	whole.adult	8.61	0.159	NA	91.7	NA	NA	NA	N
CAM047441	Brazilian_helicoverpa	2017	Brazil	Sao Paulo	soybean	female	NA	Yes	0.984259529	0.027438994	whole.adult	6.28	0.158	NA	90.97	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047445	Brazilian_helicoverpa	2016	Brazil	Sao Paulo	soybean	female	NA	Yes	0.99240563	0.012043983	whole.adult	34.5	0.168	NA	64.48	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
